retweeter,retweeted,retweet_time,retweeter_age,retweeted_age
CDM92458554,yesnicksearcy,243,10530,61410
KevinHowey22,TalbertSwan,4219,82246,67399
tolentino_lita,EricTrump,11053,6165,53571
katemc1963,EliseStefanik,59302,67921,29674
babell54,morningmika,10243,67019,51301
Dan_E_Lindsey,morningmika,10243,79060,51301
TruAmericanPat,sistronk,124,74795,83181
geoffkerson,tomtomorrow,9666,74943,66521
running2fit,Johnfunnyguy7,8221,76577,42761
MikeDal23048886,elephants1996,43254,55554,83353
HighRawMama,Liz_Wheeler,49091,68393,22683
Misslinlou,EricTrump,11055,42566,53571
ObsoletePi,John_F_Kennnedy,62648,7055,4334
kdcdcdsdtdkids,morningmika,10245,1766,51301
joymelton,SebGorka,296,5228,210
ingenguero,DonaldJTrumpJr,14089,69750,51975
Ms_Bizzy57,SebGorka,296,73129,210
JasminWue,morningmika,10245,37821,51301
AnnaCorinaVill1,Jayne720,79166,58730,52352
Nortonsmom,morningmika,10245,70911,51301
RGorzen,EricTrump,11056,7421,53571
TurfNSurf22,march7_mar,9578,59190,77281
DodgySnogger,wthpod1,42631,76252,37816
FormerRepub1206,morningmika,10247,3229,51301
DelilahJayne,TalbertSwan,4533,61014,67090
Sohothief,morningmika,10247,67743,51301
JackieBarovsky,DonaldJTrumpJr,14092,66530,51975
Cheryl_Sanders1,socalaura,3888,77546,40194
ArdentAmerican,DonaldJTrumpJr,14092,83335,51975
OkayKellyRenae,LLopezMooney330,12810,67633,58849
SmokeyBear2020,SebGorka,300,20306,210
DisgustsT,DaniD212316,701,54723,70738
jemontgomery59,MusicalMickey,1558,65387,42041
JeppHermain,SebGorka,301,55870,210
UkieSimpson,DonaldJTrumpJr,14095,85056,51975
everard_ellen,EliseStefanik,59311,59477,29674
Hebeindidonc,EricTrump,11062,81432,53571
MarionCurson,morningmika,68755,22293,79198
rsaamodt1,TheSheilaG2020,571,3985,68397
AWS_ATLAS,EricTrump,11063,35830,53571
kris_nevada,SebGorka,304,85697,210
kittywhisperer7,Liz_Wheeler,49101,73461,22683
4majorityOfUs,cranky_yankee,13104,85897,32050
rlafayette,morningmika,9948,73012,51606
StokesRstokes25,morningmika,10253,13012,51301
jayman18PGA,morningmika,10254,34103,51301
Isabell17423698,T_S_P_O_O_K_Y,50754,61279,12257
Dlminquire,BernardKerik,41621,8858,42509
slotman1,DonaldJTrumpJr,14098,59455,51975
billypollina,morningmika,9950,65826,51606
RenahsMommy,morningmika,10255,49351,51301
Karen59058568,Debber66,43601,401,52795
JulieHutto2,morningmika,10256,1307,51301
DarinOlson5,morningmika,9951,74490,51606
2Thedogpound,DonaldJTrumpJr,14100,41488,51975
juckniess_linda,EricTrump,11068,64985,53571
playalaguna,morningmika,10257,40977,51301
OpenMindPsychRN,morningmika,68762,10888,79198
LaurieAston,morningmika,10259,34562,51301
Samuel51,EricTrump,11070,32629,53571
Melo_BeThy_Name,DonaldJTrumpJr,14104,71142,51975
shoenutz1950,morningmika,64352,81320,83609
cbee196027,OregonsWarrior,43139,538,6122
PrescillaMarqu1,EliseStefanik,59321,37549,29674
papafinn,morningmika,64354,71349,83609
MikeDal23048886,Theoneindenver,15631,55573,32762
debi_ray,SebGorka,313,70941,210
Tazmajick,DonaldJTrumpJr,14107,1851,51975
ITroll4u2,CharminUltra17,811,12738,60324
teddyeddyo,biden_brigade,2699,2131,26202
mzzzim,EricTrump,11075,56210,53571
JamesPa40310640,EricTrump,11075,78405,53571
Karmasaurus,morningmika,9959,58877,51606
BellAMerican,JFNYC1,13753,56998,33223
miss_jonie,EliseStefanik,59327,53700,29674
katgrneyes,DonaldJTrumpJr,14112,34411,51975
Soxwschamps,SebGorka,319,1906,210
LuisAcostaAcos3,morningmika,10268,17982,51301
rick_ulmer,pimpinwear,78856,4521,75032
Lisa_Phila,CarolVernon7,4683,4497,47994
running2fit,OzMoshi,34488,76603,8411
DennisP220,SebGorka,320,8585,210
SuziGfromCT,morningmika,10269,22819,51301
HelenSpade4,EricTrump,11081,83360,53571
Nuages1862,DonaldJTrumpJr,14114,64474,51975
Rekstr1,SebGorka,3832,80828,83099
missrubypugslee,Liz_Wheeler,49118,80995,22683
JimbauxsJournal,AmandaMarcotte,3336,60246,83524
Mr_MissPick6,BernardKerik,41637,80500,42509
bahamamills,almostjingo,871,5418,8945
AOdisej,davidmweissman,11746,49275,86063
Viperella316,SebGorka,322,68418,210
running2fit,enraevting,47135,76605,22356
MichaelGRiggins,Chake_Lake,2919,7813,80383
GinniaT,morningmika,9966,46411,51606
teddyeddyo,RWTrollPatrol,2529,2139,71076
Leest63,EricTrump,11083,15985,53571
JamesFujawa,morningmika,10272,56604,51301
KofoAregbesola,TalbertSwan,4249,11893,67399
CalWSportsFan,morningmika,10272,74979,51301
Avitus89,SebGorka,3835,50707,83099
OMGRAND1,morningmika,10274,45626,51301
running2fit,AlexCorrigan12,46624,76608,32172
mrfock,EricTrump,11086,47206,53571
AmydnB69,DonaldJTrumpJr,14119,18279,51975
OkayKellyRenae,IH8MSM,13254,67659,8977
TvanA93,RyanBlazik55,47871,78932,15118
Brad77712360,EliseStefanik,59336,13643,29674
CLCowan1969,DonaldJTrumpJr,14120,8778,51975
DavidB_Rockin,almostjingo,876,2272,8945
running2fit,fogunited7,46455,76611,44553
BostonSweetSox,almostjingo,877,44544,8945
star95011,DonaldJTrumpJr,14122,39404,51975
Christouch291,DanielNewman,6953,18055,42856
Coco024671471,Liz_Wheeler,49127,63715,22683
KemTekinay,PoliticalShort,2004,45706,52492
Cullen88813866,BernardKerik,41647,56600,42509
TheArtman14,PatriotJoeAngel,42889,69326,36909
Cristea65059348,lizlibra1009,1925,46172,83424
BrianD063,PoliticalShort,2633,63151,51863
AZ4Trump_KAG,SebGorka,331,83129,210
embracethecray,gotcha_images,11448,51368,65458
Michell27089963,cvpayne,51064,51797,32849
mybabyforever10,SebGorka,332,66691,210
kgonz17,anaon77,67105,59009,54384
KAmericangirl,DonaldJTrumpJr,14125,34962,51975
shaymeyer40,SebGorka,333,84820,210
embracethecray,lfisher314,4065,51369,7846
FunFanatic2,morningmika,10283,85804,51301
running2fit,Afecto_al_Cocuy,45067,76617,8413
MikeyMerely,dbongino,16469,78229,62143
c150tech,Dehneh1,44168,73042,1611
_abu_alwaleed,fayez_101,1854,5353,45435
RobertB87324273,EricTrump,11094,15,53571
DanielResists,omarbustamove,376,6357,68671
Traysun62,DonaldJTrumpJr,14127,55524,51975
piggylou73,KC593,11021,53721,57888
janice_diehl,morningmika,9540,48826,52045
Mr_MissPick6,almostjingo,884,80514,8945
donoldtrump22,DonaldJTrumpJr,14128,28416,51975
running2fit,josephtsukka,44913,76619,63097
lithdawg,DonaldJTrumpJr,14130,7085,51975
brian37075656,EliseStefanik,59347,85258,29674
ExNYmike2,SebGorka,338,38680,210
RestorationHiFi,DonaldJTrumpJr,14131,71220,51975
Kristiekam,morningmika,9983,76413,51606
jamalbra187,jamalbra187,38,69455,69417
OkayKellyRenae,EluxTroxl,13868,67673,32924
RealStirfryguy,morningmika,9984,57079,51606
running2fit,realgungho,44453,76623,78627
circe817,BonniBK,8262,50354,35539
ideargal,morningmika,10289,57347,51301
UlyssesSHoffman,DonaldJTrumpJr,14134,74598,51975
SGTMAJ05,cvpayne,51073,28872,32849
maddigan0614,JC_Sports22,3019,34573,50339
liskaaz,AndrewFeinberg,75750,44290,52701
1FreeInhabitant,DonaldJTrumpJr,14135,73510,51975
nancysadlier,morningmika,10291,75666,51301
MidAtlantcWoman,TheBigSmooth2,43501,58892,20200
PeggyBlanton2,DonaldJTrumpJr,14136,14187,51975
Twelve217114,morningmika,10292,52286,51301
ElaineWJones,morningmika,10292,1370,51301
gkmrun26,EliseStefanik,59352,65248,29674
ABOOD85179670,fayez_101,1864,69144,45435
AmandaJ06757567,mscrosswi,9570,11137,58743
LdonneLibby,Mia78262925,3244,78597,54089
running2fit,Salazar08608280,44102,76627,12823
umitcan25,MehmetGokhan_,23096,58022,44461
tkarlsbad,DonaldJTrumpJr,14138,13314,51975
SuzynneF,morningmika,9550,75025,52045
running2fit,tbown1953,43981,76629,16496
Luvmycountry13,DanaBoos3,3473,36530,12221
real_ShaunDavis,Liz_Wheeler,49145,18843,22683
rdavis5719,morningmika,10297,82223,51301
MrsHill1776,DrRick32855962,406,6229,74625
running2fit,InteractiveAn,43843,76633,23652
emhager4,morningmika,9555,51439,52045
kaiaka,ImLookgBackAtU,657,39600,43540
MikeDal23048886,tudsgrl,47388,55610,18798
BernardMcEldown,AndrewFeinberg,75759,68041,52701
jkartisan,morningmika,10300,42664,51301
Amonloz,morningmika,10301,79304,51301
moran_jarrod,EricTrump,11112,78614,53571
jane_spillane,SebGorka,353,54757,210
jo20482288,DonaldJTrumpJr,14146,55851,51975
SlickJab,EricTrump,11114,39671,53571
running2fit,BryanTripoli,41279,76637,25861
ginnyv58,superyayadize,21308,63368,38389
barbarapcoogan,RoydYure,2267,20749,26647
L0gicFuzzy,almostjingo,904,84926,8945
S_Maggie_Nic,MarieResists52,16119,69626,33408
orsosartiptr,Herbert_L_Reed,10018,83214,66542
KathieLaguna,JimmyBoyUSA,30802,59913,8007
Libertymeme,EricTrump,11116,77883,53571
MidAtlantcWoman,JillDarrah,10121,58906,37431
judi_ladd,morningmika,10001,78673,51606
ValkyrieTactic1,cvpayne,51089,3883,32849
laurencewolfe,morningmika,10306,6756,51301
TheRoyDonk,DonaldJTrumpJr,14151,61463,51975
KwangGirl1,EliseStefanik,59367,61165,29674
running2fit,1traviswilliams,40356,76641,29613
PhuckYourFeelz,almostjingo,907,71746,8945
flygriz,SebGorka,359,47925,210
TonyMerwin55,RobinHood0010,1942,79671,83528
RedsyrupAlpha,almostjingo,908,72226,8945
AmydnB69,Eagleministries,11853,18312,77247
vanessacvenus,Cocofritz,45003,73412,30704
MikeDal23048886,lin28NM,10156,55620,1442
BlueSky5599,DonaldJTrumpJr,14153,45938,51975
timcofga,EliseStefanik,59369,62891,29674
AssasinRayZz,soloyochapin,4343,84955,54003
mann77,morningmika,10310,62901,51301
JoseVaz87624115,Art_Vallejo,42890,83948,36680
kaiaka,Tamaralynn212,3122,39611,67881
running2fit,SCarr42,35833,76646,9090
TvanA93,lilo623,9661,78968,8514
wearecorn,_ReaalAmerican_,308,69561,61156
ChovanesJoe,DonaldJTrumpJr,14156,76488,51975
kpitsmplstpd,cvpayne,51096,60825,32849
MikeDal23048886,lin28NM,9810,55624,1792
Muhammaddxb7799,EricTrump,11124,32564,53571
tomholmes2016,morningmika,68816,33972,79198
saeedduabi,HE_Namiq,851,57801,36965
HORACIOGUERRA10,morningmika,10314,12538,51301
LogicalLove1,almostjingo,914,81216,8945
Computer_bunnie,corynye,3416,3503,45854
AmydnB69,drspago,13378,18319,69531
KathieLaguna,JCsadaSilva,19586,59924,82076
matthewjcoelho,morningmika,10010,53033,51606
SherapLhadron,morningmika,10315,3696,51301
goonertim1,morningmika,10315,59989,51301
flavialamestiza,EricTrump,11127,47800,53571
imorganj,cvpayne,51099,20398,32849
EadamK,morningmika,10316,49971,51301
kickmaster02,jtomka,49356,10096,5814
JusticeWhittin1,DonaldJTrumpJr,14161,792,51975
jackitboxs,sistronk,198,16722,83181
kgreenoz,morningmika,10317,58554,51301
DietCokeMomma,DonaldJTrumpJr,14161,42005,51975
running2fit,RiflemansCreed,11845,76651,67143
Aliciastarr001,kat2020maga,6538,68542,77091
powwowasu,morningmika,10318,63951,51301
Robin12680481,Sairaph,47849,84393,8502
KimMoor20918476,dbongino,60500,63913,18148
I_C_I_Rt,zombiemilano,32,85436,63387
goonertim1,morningmika,10014,59993,51606
CaryThurm,EricTrump,11131,29167,53571
iheskl,SebGorka,371,78756,210
ElaineWJones,morningmika,10015,1398,51606
gwynie_disco,SebGorka,371,62865,210
HiggzMg,DonaldJTrumpJr,14164,1122,51975
leelee24305982,morningmika,10015,84472,51606
shadesome,SaltyDog_58,10499,48210,79920
running2fit,bogiedog0190,44285,76654,7689
DickiePena,morningmika,10320,70370,51301
gracelouiserag,morningmika,10320,65198,51301
kmawillya,Gibson4NYS,13055,79345,39440
AzWl18ov,TheSheilaG2020,639,83575,68397
meeaz,soloyochapin,4355,53243,54003
Rburd1,SebGorka,373,57120,210
MaureenLeeOwen4,morningmika,10322,14558,51301
MadMadsen3,qanon_obiwan,74066,4331,63695
JoanneTarpon07,corinne_locher,1155,76208,74474
bigbluecc1,Liz_Wheeler,49171,2120,22683
nurseadvocater,DonaldJTrumpJr,14167,56813,51975
running2fit,SatirizeThis,42154,76657,47751
Mugggzzz,dbongino,60506,74345,18148
maddigan0614,swanny31176,3386,34607,29046
faithfulone33,jecohen11111,8380,49375,1773
PeggyBlanton2,EricTrump,11136,14220,53571
I_C_I_Rt,zombiemilano,3418,85442,60007
Schell88Gior,EricTrump,11137,66807,53571
vanessacvenus,4evanyr,12542,73429,38525
analysis_sa,EricTrump,11137,29664,53571
TrevorRogue,DonaldJTrumpJr,14170,50963,51975
chopper2424,cvpayne,51110,3449,32849
truthwarrior324,Liz_Wheeler,49176,39780,22683
BartlettUSA2016,morningmika,10023,55076,51606
RedskinRaging,cvpayne,51111,51460,32849
bmarkkdds,DonaldJTrumpJr,14172,68524,51975
RBorrelli,votenickmoutos,27986,59302,39189
MMMDigits,DonaldJTrumpJr,14173,44399,51975
RetiredAF1,SebGorka,380,2927,210
mountainwriter1,dbongino,60511,58629,18148
MikeDal23048886,runsheeprun,2009,55641,22562
LoneBikerX,howard74,97,73480,69902
OldPolarBear57,morningmika,10324,2420,51301
monty_teaches,morningmika,9586,47462,52045
dawncar78,zombiemilano,44,49946,63387
Adysfunctional1,TalbertSwan,4617,48529,67090
jim_donne,socalaura,3972,32212,40194
lithdawg,EricTrump,11143,7131,53571
LovenGrace58,JC_Sports22,3061,2489,50339
caa1000,morningmika,10027,67630,51606
2018_Bela,morningmika,10332,66713,51301
wsmithboston,theking4433,6190,915,3255
running2fit,BillyHomes2,40942,76666,69537
CIG_KingJames,TC1776,54631,29003,35011
Michelle_IC,morningmika,10333,49667,51301
CindaRose18,DonaldJTrumpJr,14177,73569,51975
mustgetbetter,morningmika,10334,81224,51301
don_tha_blonde,morningmika,10334,55465,51301
running2fit,Nothing47675780,35533,76668,18206
pharaohfire,zombiemilano,48,3244,63387
WreKennedy,SebGorka,386,42786,210
SmallBiz4Trump,DTCahill,2113,7366,76831
JimOrlowski,morningmika,10335,64560,51301
hip2bclean,cvpayne,51118,55885,32849
tami04527232,DonaldJTrumpJr,14179,73998,51975
kenalt9,DonaldJTrumpJr,14180,5087,51975
DisgustsT,MountCrypto,13980,54810,71930
mushroomfeet,morningmika,10031,81098,51606
MB1164,cvpayne,51120,65095,32849
AmydnB69,suzydymna,9529,18341,3121
ARobhere13,nancylevine,3313,62663,72471
ucello777,LoveMyCymba,607,4557,68225
New_Nightmare,EricTrump,11150,66083,53571
running2fit,apromptdeb,28797,76673,52228
JuanValdez533,morningmika,10035,51701,51606
toddmargo,morningmika,10340,53464,51301
DisgustsT,Redwhitenblu1,4861,54814,9406
worth1968,EricTrump,11152,2218,53571
tseivers59,EliseStefanik,59401,59097,29674
cgmoff,morningmika,10341,50345,51301
maddigan0614,acnewsitics,3149,34625,68650
dawn_westlake,morningmika,10037,40424,51606
EGrywalsky,SheriShepherd16,18141,49620,70553
running2fit,AAmeone,19635,76676,86208
NoMoonPossum,UkraineTrollbot,45197,51891,39142
alabama6644,morningmika,10343,51557,51301
notmypr35294022,morningmika,10344,5604,51301
JanetMu57382918,EricTrump,11155,37220,53571
tlfergim,almostjingo,945,68986,8945
running2fit,MaximusMaredius,11350,76680,30575
MBurrell5,morningmika,10346,55432,51301
heinrichmertins,SebGorka,397,5121,210
BrendanMacallan,cvpayne,51129,47535,32849
tcbrown88,morningmika,10347,76883,51301
CaliSue7,TheBigSmooth2,43557,50429,20200
sugarsnap22,morningmika,10347,83521,51301
lads04,davidmweissman,11823,78338,86063
LaiyouINg1,soloyochapin,4383,60128,54003
NorthmanRevived,lucindalowe,44034,79111,5362
graciemae713571,dbongino,16510,11987,62169
running2fit,joe_ierullo,10553,76684,66272
maddigan0614,rewegreatyet,3353,34634,52093
AshleyS17652941,DonaldJTrumpJr,14195,59247,51975
ValkyrieTactic1,SebGorka,402,3928,210
smithsk,iamfreedom1776,14817,43017,42691
pat1556,morningmika,9609,43515,52045
OGKBEAR,zombiemilano,66,84252,63387
carly_liz2,EliseStefanik,59414,84141,29674
redwing13040774,EliseStefanik,59414,46028,29674
LynnmomtronLehr,EricTrump,11165,61478,53571
fibolin,EdAnzore,4534,25486,46564
wsmithboston,Hammancheez,5511,937,71980
ArdentAmerican,EricTrump,11166,83442,53571
GretchenInOK,ronlaskey,410,81716,44712
running2fit,azartymarine,5770,76690,53346
stranchell,JGilliam_SEAL,27740,6866,25065
AlBundyFan,EricTrump,11167,57256,53571
kearalaura,deanomight1,236,54682,23981
CJenni6,morningmika,10052,11250,51606
graciemae713571,1catking,4520,11994,41148
grimmgeek,ItsComingAround,2450,46204,39830
InMonifieth,EricTrump,11169,8988,53571
DennisG60867771,Atlantiso1,479,11509,79035
Cynthia48285039,4evanyr,12575,75506,38525
jyrmar,morningmika,10360,12959,51301
fibolin,RomaGAntonia1,2481,25492,7322
MikeDal23048886,CaneInsane,51010,55671,27783
JuanValdez533,morningmika,10360,51721,51301
jkartisan,morningmika,10055,42724,51606
gkmrun26,DonaldJTrumpJr,14204,65316,51975
davidwayne2020,DonaldJTrumpJr,14204,72812,51975
Niko_Esquire,JeffreyLaLima,166,392,63691
graciemae713571,steven0938,16628,12000,48140
noveltyrules,DonaldJTrumpJr,14207,42294,51975
houseysgirl,EliseStefanik,59423,81677,29674
justsickoflies,DeplorableRican,2340,80360,66592
Jtt18346324,soloyochapin,4398,51804,54003
chef_boutwell,Liz_Wheeler,49212,5930,22683
Nofreeloaders1,kat2020maga,6585,82382,77091
mrs_1776,almostjingo,965,47821,8945
MaltYebisu,EricTrump,11176,32184,53571
andrews728,morningmika,10365,46469,51301
RodneyLake2,DanielNewman,7040,44190,42856
Idgaf_Alaniz,DonaldJTrumpJr,14210,75300,51975
Pkessler51,DonaldJTrumpJr,14210,70477,51975
running2fit,mcconnell_paul,44918,76700,16532
Melski1,TheSheilaG2020,685,84500,68397
GirvinMatt,morningmika,10366,636,51301
JimmyFord77,dbongino,16527,47580,62169
maddigan0614,mikejwhelan,3125,34650,4466
DirtyPrune,DonaldJTrumpJr,14211,3641,51975
RGorzen,DonaldJTrumpJr,14212,7544,51975
RealWorldCall,EricTrump,11179,71239,53571
running2fit,MsRipstaaa,43103,76702,26422
GreatestGen41,almostjingo,968,75129,8945
andrews728,morningmika,10065,46474,51606
CJenni6,morningmika,10370,11263,51301
Niko_Esquire,trashytrashrat,2793,400,66230
jbuscemi54,EricTrump,11182,48101,53571
Isabell17423698,SebGorka,422,61396,210
batemansghost,DonaldJTrumpJr,14215,45833,51975
MikeDal23048886,BtwRainDrops,48997,55682,36060
Orca7Tweet,tomtomorrow,9795,51114,66521
running2fit,Patriot28Proud,41937,76706,85786
lilbrezzy07__,EricTrump,11183,20304,53571
care2223,EricTrump,11183,3378,53571
plantman2310,DonaldJTrumpJr,14216,76033,51975
Crystal__Monroe,zzxyxy,3325,65487,49687
jmull46,PoliticalShort,2725,38753,51863
RavenBeauty1970,BonniBK,8345,36842,35539
zombiemilano,OGKBEAR,13,63472,84258
sissynsas,Liz_Wheeler,49221,75413,22683
Bill73436561,DonaldJTrumpJr,14218,60695,51975
EffinBartIt,EricTrump,11185,2087,53571
LongIslander57,morningmika,10069,67269,51606
Auntnita1,soloyochapin,4408,78877,54003
SkippyManuel,TheSheilaG2020,694,70628,68397
kaess_mike,EricTrump,11186,65591,53571
maddigan0614,LeeHolly81,2806,34658,75201
Constitution__1,EricTrump,11186,77096,53571
JoelleFoster12,almostjingo,975,74085,8945
SusanC916,morningmika,9632,5680,52045
Brent5088,EricTrump,11188,65617,53571
davidinvanc,morningmika,10377,54311,51301
chrislensing,morningmika,10377,68321,51301
gsisadodgerfan,morningmika,10378,59857,51301
EileenM62005458,SebGorka,429,65111,210
parker825,DonaldJTrumpJr,14223,75066,51975
running2fit,chastain_marty,8601,76713,85137
jargfar,DanielNewman,7053,78937,42856
mikefpalka,hrtablaze,3004,80571,59448
MustangSalee1,DanielNewman,7053,68037,42856
Berlidge,cheris0722,1848,1711,48651
designsynthesis,morningmika,10380,41480,51301
1Kekster,DonaldJTrumpJr,14226,83485,51975
LeftCoastBob1,morningmika,10382,81103,51301
marceloarballo,morningmika,10382,74136,51301
running2fit,msauer1016,5682,76716,56119
JudahJunius,MsJulieLenarz,6683,11897,56926
finfan74,morningmika,10383,40512,51301
Ponygroom,morningmika,9640,82632,52045
graciemae713571,Margare14571757,44673,12021,86098
ToniLynn1327,TalbertSwan,4361,42584,67399
maddigan0614,christinatux,3439,34667,72349
Stanta1962,morningmika,9641,21723,52045
nationrises,TheSheilaG2020,704,42404,68397
Niko_Esquire,gary79695196,1624,417,5747
atozharris,SebGorka,438,85212,210
Quickdry,DonaldJTrumpJr,14232,26362,51975
running2fit,conhsucius,2309,76720,50412
rosicholbi,DanielNewman,7063,11313,42856
graciemae713571,CJFoxRocks,48744,12026,80133
aprillee1983,DonaldJTrumpJr,14232,61618,51975
tfols1978,morningmika,10084,39584,51606
RobertLRoach,DonaldJTrumpJr,14232,44338,51975
running2fit,JeremyClint,44272,76723,21749
lpoolfc18,morningmika,10079,37711,51606
ReintjesMichael,socalaura,4029,61907,40194
VAGirlForever,SebGorka,441,81300,210
OkayKellyRenae,MarkEMaxwell,215,67774,17226
snarkhunting,morningmika,10390,48490,51301
crazzyface24,DonaldJTrumpJr,14234,57851,51975
ggfromcal,morningmika,68894,40151,79198
realThomasLink,EricTrump,11202,9868,53571
MARILYN19556,j3h0vahn1ss1,2753,61623,46959
dawg_lb,kat2020maga,6611,57635,77091
kimbormann,morningmika,10087,7203,51606
JHoney2218,SebGorka,443,78668,210
MdunlapD,morningmika,10087,80956,51606
Evisceratebot,rjherber,332,48337,52815
